
значение показателя за год
;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Подчерье (до 1 января 2017 года);;;;;-3;-5;-5;-6;-16;;;;;;;;
Усть-Соплеск (до 1 января 2017 года);;;;;-2;-1;3;2;-3;;;;;;;;
Муниципальный район Ижемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Ижемский;;;;;61;142;94;70;45;13;1;-12;-49;-93;-45;-42;
Сельское поселение;;;;;;;;;;;;;;;;;;
Брыкаланск;;;;;3;10;9;13;4;8;-7;-4;-3;-17;-7;-6;
Ижма;;;;;32;32;27;35;29;18;26;38;16;7;8;19;
Том;;;;;-1;15;-7;-6;-8;-8;1;-10;-9;-11;-13;-20;
Кельчиюр;;;;;-9;16;8;8;7;10;2;-9;-3;-6;5;-6;
Кипиево;;;;;8;6;10;-7;3;-4;-11;2;-4;-13;-9;0;
Краснобор;;;;;19;14;12;15;5;5;2;-5;-4;-9;-6;-8;
Мохча;;;;;1;21;19;-4;3;-3;-17;5;-20;-34;-13;-13;
Няшабож;;;;;1;1;-2;1;2;-4;2;-9;-2;-3;1;-6;
Сизябск;;;;;15;13;13;13;12;-6;-1;3;;5;0;4;
Щельяюр;;;;;-8;14;5;2;-12;-3;4;-23;-20;-12;-11;-6;
Муниципальный район Княжпогостский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Княжпогостский (до 1 января 2025 года);;;;;-19;0;-49;-58;-83;-109;-107;-87;-126;-166;-140;-137;
Городское поселение;;;;;;;;;;;;;;;;;;
Емва;;;;;-35;-19;-27;-23;-29;-66;-71;-49;-76;-106;-76;-106;
Синдор;;;;;16;17;12;1;0;1;-5;-11;-4;-5;-16;1;
Сельское поселение;;;;;;;;;;;;;;;;;;
Ветью (до 1 января 2018г);;;;;-1;1;-5;0;-1;-3;;;;;;;
Вожаёль (до 1 января 2013 года);;;;;-1;;;;;;;;;;;;
Иоссер;;;;;-5;-1;1;-3;-5;-6;-3;-2;-3;-6;-1;-1;
Княжпогост (до 1 января 2013 года);;;;;-1;;;;;;;;;;;;
Мещура;;;;;-7;-2;-8;-1;-3;-2;-2;-1;-7;-8;-9;-5;
Серёгово;;;;;2;-4;-12;-13;-16;-10;-5;-3;-6;-16;-7;-4;
Тракт;;;;;3;-10;-20;-18;-25;-12;-16;-5;-15;-14;-17;-13;
Туръя;;;;;0;2;0;-1;1;-2;-6;-8;-3;-7;-1;-4;
Чиньяворык;;;;;7;16;7;6;1;-4;5;-3;2;1;-8;2;
Шошка.;;;;;3;0;3;-6;-6;-5;-4;-5;-14;-5;-5;-7;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Койгородский;;;;;-16;-7;19;-47;-26;-10;-39;-45;-43;-74;-74;-37;
Сельское поселение;;;;;;;;;;;;;;;;;;
Грива;;;;;3;6;-3;-2;-3;0;-2;-3;-2;0;-1;-2;
Кажым;;;;;4;0;5;-5;-7;-11;-5;-5;-12;-5;-16;-3;
Койгородок;;;;;12;-9;16;-2;7;25;-3;3;6;-16;-13;0;
Койдин;;;;;-3;0;10;-10;3;-3;0;-3;-3;-11;-14;-12;
Ком ( до 1 января 2020 года);;;;;-7;3;1;-1;1;-6;-5;-3;0;;;;
Кузьёль;;;;;2;-1;-3;-4;-4;-2;-4;-7;-5;-7;-7;-4;
Нижний Турунъю (до 1 января 2017г);;;;;-2;-1;-2;0;-1;;;;;;;;
Нючпас (до 1 января 2023 г);;;;;-3;1;-3;-3;-5;-3;-7;0;-3;-6;-2;;
Подзь;;;;;-7;-6;-4;-10;-12;-5;1;-18;-12;-21;-8;-7;
Ужга;;;;;-15;0;2;-10;-5;-5;-14;-9;-12;-8;-13;-9;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;;;;;55;55;40;16;-40;-44;-78;-59;-71;-145;-134;-135;
Сельское поселение;;;;;;;;;;;;;;;;;;
Богородск;;;;;-5;3;-1;6;1;-10;-17;3;-8;-22;-5;-6;
Большелуг;;;;;-7;6;16;-1;-7;-1;1;-7;-7;-5;-8;1;
Вомын;;;;;-4;2;0;-7;-2;2;-8;7;-3;-9;2;-4;
Додзь;;;;;6;-2;8;-7;2;-3;-2;-3;8;6;-8;-2;
Керес;;;;;-4;-5;-2;4;-1;-2;-6;0;-3;1;-2;-6;
Корткерос;;;;;39;28;25;54;33;10;1;1;19;12;0;-8;
Намск;;;;;1;9;5;-1;2;-1;-3;-4;-4;-5;-5;-1;
Маджа;;;;;5;-2;9;0;-1;2;-2;0;-3;-10;-5;0;
Мордино;;;;;6;-3;-3;-3;-20;-9;-25;-10;-26;-20;-18;-29;
Нёбдино;;;;;6;5;6;-1;8;4;0;-2;4;3;4;5;
Нившера;;;;;-12;4;-10;-5;-11;-10;-11;-5;-10;-16;-20;-12;
Пезмег;;;;;2;14;-10;3;-13;1;-8;-1;-3;-5;-8;-12;
Подъельск;;;;;6;4;8;0;-1;-3;2;-2;0;-9;-3;-2;
Подтыбок;;;;;13;-3;-7;-4;-16;-10;2;-8;-15;-12;-12;-11;
Позтыкерес;;;;;-8;-1;0;-2;2;-2;0;-2;0;-5;-4;-6;
Приозёрный;;;;;-3;5;0;-2;-4;-8;-7;-6;-8;-19;-8;-18;
Сторожевск;;;;;15;-5;-3;-9;-11;-5;2;-16;-14;-18;-28;-19;
Усть-Лэкчим;;;;;-1;-4;-1;-9;-1;1;3;-4;2;-12;-6;-5;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;;;;;-133;-67;-40;-77;-187;-186;-258;-322;-442;-638;-421;-419;
Городское поселение;;;;;;;;;;;;;;;;;;
Печора;;;;;-80;-56;18;9;-73;-93;-144;-175;-286;-438;-271;-316;
Кожва;;;;;-11;-14;-25;-34;-31;-26;-36;-57;-65;-82;-60;-42;
Путеец;;;;;-4;-15;-10;-5;-20;-12;-16;-19;-20;-28;-23;-9;
Сельское поселение;;;;;;;;;;;;;;;;;;
Каджером;;;;;-23;4;-7;-27;-39;-29;-33;-45;-37;-47;-36;-24;
Озёрный;;;;;-3;11;-3;-5;-8;-14;-15;-18;-20;-30;-20;-19;
Приуральское;;;;;-4;-1;-8;-2;-6;-3;-8;-2;-3;-4;-11;-5;
Чикшино;;;;;-8;4;-5;-13;-10;-9;-6;-6;-11;-9;0;-4;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;;;;;-41;33;-15;-31;-72;-90;-77;-91;-136;-144;-188;-179;
Сельское поселение;;;;;;;;;;;;;;;;;;
Ваймес (до  1 января 2017г);;;;;1;-5;1;0;-2;;;;;;;;
Верхолузье (до 1 января 2017г);;;;;-3;5;-2;-4;-1;;;;;;;;
Вухтым;;;;;-8;-10;-4;4;2;-10;-13;-8;-8;1;-6;-15;
Гурьевка;;;;;5;-6;-5;3;-11;3;-8;-3;-6;-6;-3;-15;
Занулье;;;;;-3;-1;0;0;1;0;-3;-2;-2;0;-3;-2;
Летка;;;;;-12;6;-8;5;-17;-6;-13;-14;-22;-8;-15;-15;
Лойма;;;;;-9;2;-8;-8;-14;-16;-6;-17;-15;-19;-18;-10;
Мутница;;;;;2;11;0;-11;-5;-1;1;-4;-7;0;-9;-2;
Ношуль;;;;;-4;7;0;-9;-3;-19;-16;-24;-29;-14;-36;-33;
Объячево;;;;;13;39;32;38;12;6;11;7;-3;-61;-65;-50;
Прокопьевка;;;;;-5;-5;-3;-2;-2;-2;-1;-6;-5;-2;-1;-4;
Слудка.;;;;;0;-3;-1;-13;6;-9;-1;-7;1;-8;-3;-7;
Спаспоруб;;;;;-15;10;4;-1;-15;0;-6;-1;-3;-9;-13;-6;
Черёмуховка;;;;;-4;-9;-13;-23;-18;-28;-22;-14;-32;-18;-16;-20;
Чёрныш (до 1 января 2021 года);;;;;6;-5;-8;-6;5;-8;0;2;-5;;;;
Читаево (до 1 января 2017г);;;;;-5;-3;0;-4;-10;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;;;;;-53;23;9;-146;-68;-154;-134;-221;-296;-471;-321;-293;
Городское поселение;;;;;;;;;;;;;;;;;;
Сосногорск;;;;;-2;47;45;-53;22;-78;-61;-128;-187;-297;-228;-222;
Войвож;;;;;-21;-11;-34;-45;-44;-44;-32;-29;-30;-55;-38;-28;
Нижний Одес;;;;;-13;-13;-2;-48;-46;-32;-41;-64;-79;-119;-55;-43;
Сельское поселение;;;;;;;;;;;;;;;;;;
Верхнеижемский  (до 1 янвря 2013 года);;;;;-7;;;;;;;;;;;;
Вис  (до 1 янвря 2013 года);;;;;-13;;;;;;;;;;;;
Ираёль  (до 1 янвря 2013 года);;;;;4;;;;;;;;;;;;
Керки  (до 1 янвря 2013 года);;;;;0;;;;;;;;;;;;
Малая Пера  (до 1 янвря 2013 года);;;;;-8;;;;;;;;;;;;
Поляна  (до 1 янвря 2013 года);;;;;4;;;;;;;;;;;;
Усть-Ухта  (до 1 янвря 2013 года);;;;;3;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;134;120;93;73;69;3;34;0;-90;-115;-109;-108;
Сельское поселение;;;;;;;;;;;;;;;;;;
Выльгорт;;;;;78;72;71;83;81;41;49;52;-16;-33;-24;-16;
Зеленец;;;;;30;40;23;19;5;18;5;-3;-10;-2;-10;-13;
Лэзым;;;;;5;-1;-3;3;-8;-6;-2;4;0;2;0;1;
Мандач;;;;;0;-9;5;-16;3;-4;-3;-8;-4;-2;3;-8;
Нювчим;;;;;-10;-8;-9;-1;-6;-11;-11;-11;-5;-12;-9;-10;
Озёл;;;;;2;-1;1;-1;-3;-4;-3;-3;-4;1;-5;-1;
Пажга;;;;;8;6;13;-6;9;-3;4;-6;-14;-15;-10;2;
Палевицы;;;;;9;10;-14;7;8;-4;2;-3;-3;-10;-12;-18;
Слудка;;;;;-3;-1;0;0;-8;-6;-3;-2;-12;-9;-8;-4;
Часово;;;;;6;8;3;2;3;5;1;3;-2;-3;-9;-11;
Шошка;;;;;0;2;6;-2;-7;-11;0;-5;-2;-4;-7;-5;
Ыб;;;;;8;5;-1;-5;-4;-2;4;-5;-8;-10;-4;-13;
Яснэг;;;;;1;-3;-2;-10;-4;-10;-9;-13;-10;-18;-14;-12;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;;;;;77;-11;10;-22;-18;-25;-62;-65;-105;-163;-89;-126;
Сельское поселение;;;;;;;;;;;;;;;;;;
Визинга;;;;;49;22;29;38;13;21;-8;-8;-30;-59;-16;-33;
Визиндор;;;;;1;-1;-11;-3;-9;-2;-5;-4;-8;-10;-7;-9;
Вотча;;;;;3;0;-1;-1;-2;-5;-3;-2;-1;-10;-8;-5;
Гагшор;;;;;-1;-5;4;-3;-8;-2;-4;-2;-11;-7;-4;-4;
Заозерье;;;;;1;-3;0;-3;-1;-7;-10;-12;-9;-15;-8;-12;
Куниб;;;;;-9;-9;-25;-33;-17;-27;-25;-17;-27;-33;-19;-31;
Куратово;;;;;6;-3;0;-1;5;-7;-11;-12;-9;-4;-20;-15;
Межадор;;;;;13;3;9;-8;7;2;-2;-3;1;-4;4;-10;
Палауз;;;;;0;-5;0;-3;2;1;4;-1;-4;-1;-1;0;
Пыёлдино;;;;;7;4;-4;-6;-6;4;1;2;-2;-7;-8;-3;
Чухлэм;;;;;7;-14;9;1;-2;-3;1;-6;-5;-13;-2;-4;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;;;;;-27;-71;-37;-30;-51;-82;-83;-144;-140;-185;-150;-112;
Городское поселение;;;;;;;;;;;;;;;;;;
Троицко-Печорск;;;;;-15;-36;-5;0;-9;-21;-23;-67;-67;-82;-74;-51;
Сельское поселение;;;;;;;;;;;;;;;;;;
Приуральский;;;;;0;6;-1;-3;-4;1;-10;-3;-5;-9;-8;-10;
Знаменка;;;;;-6;-3;2;-8;2;-1;-3;-5;-3;-3;-6;-4;
Комсомольск-на-Печоре;;;;;-4;-9;-12;-3;-6;-7;0;-6;-13;-16;-15;-5;
Куръя;;;;;0;1;-3;-2;1;-2;-2;0;-5;1;-3;-4;
Митрофан-Дикост;;;;;-3;-7;-1;-2;-5;-16;-9;-11;-3;-6;-6;-9;
Мылва;;;;;5;-4;-4;4;-10;-8;-2;-11;-10;-13;-5;-5;
Нижняя Омра;;;;;2;-10;-1;-1;-5;-8;-11;-21;-10;-10;-9;-4;
Покча;;;;;-2;-1;-1;-4;-5;-6;-12;-5;-2;-13;-4;-7;
Усть-Илыч;;;;;-1;-2;-5;-8;-2;-9;-5;-11;-12;-12;-3;-6;
Якша;;;;;-3;-6;-6;-3;-8;-5;-6;-4;-10;-22;-17;-7;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;;;;;62;17;33;-13;11;-67;-106;-76;-97;-190;-101;-97;
Городское поселение;;;;;;;;;;;;;;;;;;
Благоево;;;;;17;8;3;1;16;0;-25;-15;-14;-37;-15;-19;
Междуреченск;;;;;6;5;8;-1;3;4;-2;-1;0;-8;2;-12;
Усогорск;;;;;20;22;24;6;-4;-8;-8;-9;-13;-36;-13;-2;
Сельское поселение;;;;;;;;;;;;;;;;;;
Буткан;;;;;-4;-3;-6;0;0;-5;-6;0;-1;-6;-4;-6;
Важгорт;;;;;-7;0;9;-4;-4;0;-11;-2;-9;-8;-4;-6;
Вожский;;;;;28;27;13;7;6;5;2;0;-1;-6;-5;-3;
Глотово;;;;;8;-7;0;-8;0;0;-3;-9;-3;-6;-5;-6;
Ёдва;;;;;1;6;3;12;-1;-8;3;2;-7;0;-12;-4;
Ёртом (до 1 января 2018г);;;;;1;-1;0;-5;0;-10;;;;;;;
Кослан;;;;;-6;-31;-1;-5;6;-16;-15;-14;-28;-40;-17;-15;
Большая Пучкома;;;;;-3;-5;-2;-3;-2;-4;-3;-2;-7;-5;-4;-2;
Большая Пысса;;;;;-6;-7;-1;-3;3;-7;-12;-12;-8;-10;-5;-6;
Чернутьево;;;;;6;6;-6;0;-9;-5;-10;-5;-2;-13;-10;-5;
Чим;;;;;0;4;2;-4;-1;-3;-6;-2;1;-5;-4;-5;
Чупрово;;;;;1;-7;-13;-6;-2;-10;-10;-7;-5;-10;-5;-6;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;-68;0;-71;-111;-99;-128;-185;-168;-199;-302;-160;-178;
Городское поселение;;;;;;;;;;;;;;;;;;
Микунь;;;;;-11;8;-2;-61;-35;-26;-41;-53;-48;-84;-47;-46;
Жешарт;;;;;-25;-4;-17;-8;-41;-48;-57;-29;-63;-110;-59;-52;
Сельское поселение;;;;;;;;;;;;;;;;;;
Айкино;;;;;-3;-11;-23;6;3;-7;-25;-27;-7;-42;1;-29;
Вежайка;;;;;1;-2;1;0;1;-4;-3;0;-3;-1;0;-1;
Гам;;;;;-5;-2;-6;-10;-1;-9;-5;-6;-11;-5;-9;-9;
Донаёль;;;;;-3;5;-4;3;-5;-3;1;-6;-3;-4;-4;-6;
Илья-Шор;;;;;2;5;-1;0;-8;-3;-6;-6;-5;-3;-7;0;
Кожмудор;;;;;-3;-2;-3;-10;-2;-9;-16;-9;-20;-17;-5;-5;
Мадмас;;;;;2;2;3;-8;-10;-11;-7;-6;-10;-12;-7;-8;
Межег;;;;;-5;8;-4;-7;-2;0;-11;-5;-9;-12;-7;-7;
Студенец;;;;;-1;-12;-1;-10;-6;-1;-10;-11;-7;-5;-8;-4;
Усть-Вымь;;;;;-17;5;-14;-6;7;-7;-5;-10;-13;-7;-8;-11;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;;;;;92;117;124;-12;33;-6;-54;-71;-111;-153;-174;-168;
Сельское поселение;;;;;;;;;;;;;;;;;;
Аныб (до 1 января 2018г);;;;;1;1;-2;-2;-2;-2;;;;;;;
Вольдино;;;;;-5;-10;-9;1;7;-3;-2;-4;-2;-10;-8;-1;
Нижний Воч;;;;;6;13;2;-1;4;3;2;5;8;0;-4;1;
Диасёръя;;;;;10;1;8;0;5;-5;-4;-5;3;-6;-2;-3;
Деревянск;;;;;-1;1;5;-11;1;-12;-4;-13;-16;-1;-8;-11;
Дзёль (до 1 января 2020 года);;;;;3;-2;-8;-2;1;1;-5;1;;;;;
Дон;;;;;2;-1;2;11;-1;1;-1;2;5;-2;-2;3;
Кебанъёль;;;;;10;12;13;-1;-1;10;7;1;-13;-11;-9;-10;
Керчомъя;;;;;-6;-4;-10;3;-7;3;3;-1;-6;-2;-10;-17;
Кужба;;;;;0;9;9;3;3;1;11;1;1;-4;-5;-2;
Мыёлдино;;;;;10;1;-1;-9;-4;-3;-12;-3;-1;-3;-4;-10;
Носим (до 1 января 2018г);;;;;3;4;8;-4;1;8;;;;;;;
Крутоборка;;;;;0;0;0;0;0;0;-1;0;0;0;0;0;
Парч;;;;;0;1;5;-2;-2;1;-1;0;1;-1;-1;-2;
Пожег;;;;;-15;11;4;-9;1;2;0;-14;3;-20;-18;-19;
Помоздино;;;;;1;19;36;2;11;-23;-12;2;0;-28;-4;-14;
Зимстан;;;;;10;-3;-1;-5;-12;-11;-2;1;-21;-12;-18;-18;
Руч;;;;;12;3;9;-3;6;-3;-2;-7;-10;-14;-16;-11;
Тимшер;;;;;0;6;0;-11;-6;-2;-4;-10;-17;-16;-15;-10;
Усть-Кулом;;;;;40;6;37;26;37;22;-18;-11;-25;-7;-43;-19;
Усть-Нем;;;;;-8;5;-5;0;-4;-3;0;-3;-3;-8;-4;-11;
Югыдъяг;;;;;19;44;22;2;-5;9;-9;-13;-18;-8;-3;-14;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;;;;;16;-1;11;13;-20;-30;-63;-78;-63;-79;-93;-64;
Сельское поселение;;;;;;;;;;;;;;;;;;
Среднее Бугаево;;;;;4;-2;0;1;-4;-5;3;-9;0;-5;-5;-5;
Ёрмица;;;;;4;1;2;0;0;-2;-2;-4;-6;-8;-1;-1;
Коровий Ручей;;;;;7;1;4;3;2;-6;3;-13;-5;5;-2;-9;
Нерица;;;;;5;3;0;1;6;-4;-1;-3;-1;0;-4;-1;
Новый Бор;;;;;-6;4;-8;-8;-8;-5;1;-9;-8;-8;-5;-12;
Окунев Нос;;;;;3;-4;-2;1;-1;-2;-3;-6;-6;-9;-8;-7;
Замежная;;;;;-1;-6;5;-3;-1;0;-14;-11;7;-20;-17;-12;
Уег;;;;;0;-1;-2;-2;0;-5;-2;-3;-5;0;-4;-2;
Усть-Цильма;;;;;-9;11;14;34;-8;16;-29;-2;-16;-14;-28;3;
Хабариха;;;;;0;4;-1;3;0;0;-6;-4;-2;-5;-5;-4;
Трусово;;;;;9;-12;-1;-17;-6;-17;-13;-14;-21;-15;-14;-14;
Городские округа Республики Коми;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;
Сыктывкар;;;;;898;912;842;1069;995;615;103;-57;-556;-1324;-762;-471;
Воркута (до 1 января 2025 года);;;;;281;307;305;300;70;107;52;-84;-179;-328;-218;-154;
Вуктыл (до 1 января 2024 года);;;;;;;;;;-24;-63;-72;-118;-93;-112;-94;
Инта (до 1 января 2025 года);;;;;-86;-65;-107;-141;-164;-167;-165;-186;-265;-363;-269;-215;
Усинск (до 1 января 2024 года);;;;;268;306;295;268;231;193;117;109;25;-33;43;31;
Ухта (до 1 марта 2024 года);;;;;38;142;114;29;53;-20;-195;-244;-418;-807;-519;-407;
Общий коэффициент естественного прироста (убыли), промилле;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);;;;;3,5;;;-0,4;-2;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;
Вуктыл (до 1 января 2017 года);;;;;;1,6;1,9;1;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;
Дутово (до 1 января 2017 года);;;;;;-15,3;-19,9;-11,7;;;;;;;;;
Муниципальный район Ижемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Ижемский;;;;;3,4;8;5,3;4;2,6;0,8;0;-0,7;-2,9;-5,6;-2,8;-2,6;
Сельское поселение;;;;;;;;;;;;;;;;;;
Брыкаланск;;;;;;;;;5;9,8;-8,6;-5;-3,9;-22,9;-9,7;-8,4;
Ижма;;;;;;8;6,7;8,7;7,1;4,4;6,3;9,2;3,8;1,7;1,8;4,4;
Том;;;;;;11,8;-5,6;-5;-6,9;-6,9;0,8;-9,1;-8,5;-10,5;-13,6;-21,4;
Кельчиюр;;;;;;11,2;5,6;5,6;4,9;7;1,4;-6,4;-2,2;-4,3;3,6;-4,3;
Кипиево;;;;;;;;;3,8;-5,2;-14,9;2,7;-5,6;-18,3;-13,3;0;
Краснобор;;;;;;6,9;5,9;7,5;2,5;2,5;1;-2,5;-2,1;-4,6;-3,1;-4,2;
Мохча;;;;;;11;10,1;-2,2;1,6;-1,6;-9,5;2,8;-11,6;-20,3;-7,8;-7,8;
Няшабож;;;;;;;;;3,3;-6,8;3,4;-16;-3,7;-5,4;1,7;-10,6;
Сизябск;;;;;;6,3;6,4;6,3;5,8;-3;-0,5;1,4;;2,5;0;2;
Щельяюр;;;;;;5;1,8;0,7;-4,4;-1,2;1,5;-8,8;-7,8;-4,7;-5,1;-2,8;
Муниципальный район Княжпогостский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Княжпогостский (до 1 января 2025 года);;;;;-0,9;;-2,3;-2,9;-4,2;-5,7;-5,6;-4,6;-6,8;-9;-9,1;-9,1;
Городское поселение;;;;;;;;;;;;;;;;;;
Емва;;;;;;-1,4;-2;-1,7;-2,2;-5,1;-5,6;-4;-6,1;-8,5;-6,9;-9,8;
Синдор;;;;;;7,5;5,3;0,4;0;0,5;-2,4;-5,2;-1,9;-2,4;-7,8;0,4;
Сельское поселение;;;;;;;;;;;;;;;;;;
Иоссер;;;;;;;;;-25;-31,7;-16,9;-11,7;-18,1;-40;-6,7;-7;
Мещура;;;;;;;;;-11,9;-8,2;-8,4;-4,2;-29,6;-36,4;-62,9;-39,4;
Серёгово;;;;;;;;;-23,7;-15,5;-8;-4,9;-9,8;-27,1;-12,8;-7,2;
Тракт;;;;;;-5,5;-11,5;-10,9;-15,8;-7,9;-10,8;-3,5;-10,8;-10,5;-34,5;-27,8;
Туръя;;;;;;;;;4,6;-9;-28,1;-38,8;-15,1;-37,6;-7,4;-30,6;
Чиньяворык;;;;;;11,4;5,5;5,3;1;-3,9;4,9;-2,9;2;1;-13,4;3,4;
Шошка.;;;;;;;;;-15,9;-13,9;-11,5;-15,3;-44,7;-16,6;-17,6;-25,3;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Койгородский;;;;;-1,9;-0,9;2,4;-6,1;-3,5;-1,3;-5,3;-6,2;-6;-10,5;-9,7;-4,9;
Сельское поселение;;;;;;;;;;;;;;;;;;
Грива;;;;;;;;;-9,1;;-6,3;-9,5;-6,2;0;-2,5;-5,1;
Кажым;;;;;;;;;-7,5;-12,1;-5,5;-5,8;-14,1;-6;-15,8;-3;
Койгородок;;;;;;-3,1;5,6;-0,7;2,4;8,7;-1;1;2;-5,5;-4,4;0;
Койдин;;;;;;;7,5;-7,7;2,4;-2,3;;-2,4;-2,4;-8,9;-12,8;-11,1;
Кузьёль;;;;;;;;;-16,5;-8,7;-18;-33,4;-25,7;-38,9;-26;-16,2;
Нючпас (до 1 января 2023 г);;;;;;;;;-33,3;-20,7;-50,7;;-22,7;-47,6;-32,8;;
Подзь;;;;;;-4,8;-3,3;-8,5;-10,4;-4,5;1;-17,2;-11,8;-21,5;-7,1;-6,2;
Ужга;;;;;;;;;-8,1;-8,3;-24,1;-16,6;-23,2;-15,9;-18,5;-12,2;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;;;;;2,8;2,9;2,1;0,8;-2,2;-2,4;-4,3;-3,3;-4;-8,2;-7,2;-7,3;
Сельское поселение;;;;;;;;;;;;;;;;;;
Богородск;;;;;;2,8;-0,9;5,6;0,9;-9,5;-16,6;3;-8,2;-23,4;-4,9;-6;
Большелуг;;;;;;5,8;15,7;-1;-7,2;-1;1,1;-7,6;-7,8;-5,8;-7,6;1;
Вомын;;;;;;;;;-4;4,2;-17,5;15,4;-6,7;-20,7;3,6;-7,2;
Додзь;;;;;;;;;2,2;-3,2;-2,3;-3,1;8,1;6;-7;-1,7;
Керес;;;;;;;;;-1,5;-3,3;-10,5;;-5,5;1,9;-4,1;-13,3;
Корткерос;;;;;;6;5,4;11,6;6,9;2,1;0,2;0,2;3,7;2,3;0;-1,7;
Намск;;;;;;;;;4,6;-2,4;-7,3;-10;-10,1;-13,1;-11,2;-2,4;
Маджа;;;;;;;;;-3;6,1;-6,3;;-9,8;-33,9;-13,5;0;
Мордино;;;;;;-2,2;-2,3;-2,4;-16,1;-7,4;-21,1;-8,7;-23,6;-19;-15;-25;
Нёбдино;;;;;;;;;14,5;7,2;;-3,6;7,1;5,4;6,3;8,1;
Нившера;;;;;;2,9;-7,3;-3,8;-8,5;-8;-8,9;-4;-8,4;-13,6;-15,9;-9,9;
Пезмег;;;;;;12,8;-9,4;2,8;-12,1;0,9;-7,7;-0,9;-3;-5;-5,5;-8,3;
Подъельск;;;;;;;;;-1,7;-5,2;3,5;-3,6;;-16,7;-5,7;-3,9;
Подтыбок;;;;;;-2,8;-6,6;-3,9;-15,9;-10,3;2,2;-8,6;-16,4;-13,8;-14,9;-14,2;
Позтыкерес;;;;;;;;;6,9;-7,2;;-7,7;;-19,9;-17;-27,8;
Приозёрный;;;;;;;;;-4,9;-10,7;-10;-8,9;-12,2;-30,3;-11,2;-25,9;
Сторожевск;;;;;;-2,9;-1,7;-5,4;-6,6;-3;1,3;-10,3;-9,1;-12,1;-19,5;-13,7;
Усть-Лэкчим;;;;;;;;;-1,7;1,9;6,6;-9,3;4,6;-29,2;-9,4;-8;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;;;;;-2,4;-1,2;-0,7;-1,4;-3,6;-3,6;-5,1;-6,5;-9,2;-13,5;-9,8;-9,8;
Городское поселение;;;;;;;;;;;;;;;;;;
Печора;;;;;;-1,3;0,4;0,2;-1,8;-2,4;-3,7;-4,6;-7,6;-11,8;-7,9;-9,3;
Кожва;;;;;;-2,8;-5,1;-7;-6,6;-5,7;-8,2;-13,5;-15,7;-20,3;-18;-13;
