
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;;1;1;1;1;1;1;
Услуги бань и душевых;;;;;;;;;;;;1;1;1;1;1;1;1;
Услуги парикмахерских;;;;;;;;;;;;2;2;2;2;2;2;2;
Единовременная вместимость бань и душевых, место;;;;;;;;;;;;;;;;;;;
;30;30;30;30;30;11;11;11;11;11;11;;;;;;;;
Установленная мощность в 8-часовую смену прачечных, килограмм сухого белья, килограмм;;;;;;;;;;;;;;;;;;;
;;50;50;50;50;50;50;50;;;;;;;;;;;
Число кресел в парикмахерских, единица, единица;;;;;;;;;;;;;;;;;;;
;;3;5;4;4;5;4;3;2;2;2;;;;;;;;
Чим;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Единовременная вместимость бань и душевых, место;;;;;;;;;;;;;;;;;;;
;36;36;36;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Число объектов бытового обслуживания населения, оказывающих услуги (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Техническое обслуживание и ремонт транспортных средств, машин и оборудования;;;;;;;;;;;;4;5;5;6;6;7;7;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;1;1;0;;;;12;
Число объектов бытового обслуживания населения, оказывающих услуги;;;;;;;;;;;;70;79;76;75;73;59;87;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;2;3;2;2;2;2;2;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;11;11;11;11;10;5;4;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;1;1;1;1;1;1;1;
Изготовление и ремонт мебели;;;;;;;;;;;;;;;;;;3;
Услуги бань и душевых;;;;;;;;;;;;3;4;4;4;4;4;4;
Услуги парикмахерских;;;;;;;;;;;;27;28;28;29;30;28;30;
Услуги фотоателье;;;;;;;;;;;;2;6;5;4;4;4;4;
Ритуальные услуги;;;;;;;;;;;;4;5;5;3;3;3;5;
Прочие виды бытовых услуг;;;;;;;;;;;;15;15;15;15;13;5;15;
Число приемных пунктов бытового обслуживания  населения, принимающих заказы от населения на оказание услуг (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Число приемных пунктов бытового обслуживания, принимающих заказы от населения на оказание услуг;;;;;;;;;;;;22;6;6;7;7;6;6;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;2;1;1;2;2;1;1;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;1;2;2;2;2;2;2;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;1;1;1;1;1;1;1;
Ритуальные услуги;;;;;;;;;;;;4;2;2;2;2;2;2;
Прочие виды бытовых услуг;;;;;;;;;;;;14;;;;;;;
Объем платных услуг населению (без субъектов малого предпринимательства), тысяча рублей;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;388769,6;419804;408684,4;408502,8;426113,5;
Единовременная вместимость бань и душевых, место;;;;;;;;;;;;;;;;;;;
;270;280;294;294;260;250;240;240;240;240;200;;;;;;;;
Число кресел в парикмахерских, единица, единица;;;;;;;;;;;;;;;;;;;
;;25;28;32;32;35;35;35;35;30;30;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
Микунь;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Число объектов бытового обслуживания населения, оказывающих услуги (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Техническое обслуживание и ремонт транспортных средств, машин и оборудования;;;;;;;;;;;;1;1;1;1;2;2;2;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;1;0;0;;;;;
Число объектов бытового обслуживания населения, оказывающих услуги;;;;;;;;;;;;26;17;17;17;19;21;20;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;2;2;1;1;1;1;1;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;1;1;1;1;1;3;2;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;1;0;0;;;;;
Изготовление и ремонт мебели;;;;;;;;;;;;0;0;0;;;;;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;;0;0;;;;;
Услуги бань и душевых;;;;;;;;;;;;1;1;1;1;1;1;1;
Услуги парикмахерских;;;;;;;;;;;;14;8;9;9;10;10;10;
Услуги фотоателье;;;;;;;;;;;;2;2;2;2;2;2;2;
Ритуальные услуги;;;;;;;;;;;;3;2;2;2;2;2;2;
Прочие виды бытовых услуг;;;;;;;;;;;;0;0;0;;;;;
Число приемных пунктов бытового обслуживания  населения, принимающих заказы от населения на оказание услуг (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;0;0;0;;;;;
Число приемных пунктов бытового обслуживания, принимающих заказы от населения на оказание услуг;;;;;;;;;;;;0;0;0;;;;;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;0;0;0;;;;;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;0;0;0;;;;;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;0;0;0;;;;;
Изготовление и ремонт мебели;;;;;;;;;;;;0;0;0;;;;;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;;0;0;;;;;
Услуги фотоателье;;;;;;;;;;;;0;0;0;;;;;
Ритуальные услуги;;;;;;;;;;;;0;0;0;;;;;
Прочие виды бытовых услуг;;;;;;;;;;;;0;0;0;;;;;
Единовременная вместимость бань и душевых, место;;;;;;;;;;;;;;;;;;;
;60;60;74;74;50;50;50;50;50;50;50;;;;;;;;
Число кресел в парикмахерских, единица, единица;;;;;;;;;;;;;;;;;;;
;;8;9;10;10;10;10;10;10;9;9;;;;;;;;
Жешарт;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Число объектов бытового обслуживания населения, оказывающих услуги (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Техническое обслуживание и ремонт транспортных средств, машин и оборудования;;;;;;;;;;;;2;2;2;2;2;2;2;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;;0;0;;;;;
Число объектов бытового обслуживания населения, оказывающих услуги;;;;;;;;;;;;22;18;18;18;17;17;17;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;1;1;1;1;1;1;1;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;1;1;1;1;1;1;1;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;2;1;1;1;1;1;1;
Изготовление и ремонт мебели;;;;;;;;;;;;;0;0;;;;;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;;0;0;;;;;
Услуги бань и душевых;;;;;;;;;;;;2;2;2;2;2;2;2;
